data,dataset_id,gencode_id,gene_symbol,tissue_site_detail_id,unit
7.404,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
17.89,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
11.98,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
18.1,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
6.545,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
18.57,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
9.686,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
14.95,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
15.63,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
12.76,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
12.03,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
9.802,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
7.386,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
14.36,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
19.67,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
9.101,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
6.036,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
11.76,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
9.025,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
16.09,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
11.34,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
9.432,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
5.956,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
12.71,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
12.4,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
6.596,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
11.75,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
13.92,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
14.03,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
22.85,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
11.38,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
12.37,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
3.992,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
11.94,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
13.82,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
11.26,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
10.63,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
15.5,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
11.11,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
6.055,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
12.89,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
13.32,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
9.083,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
16.51,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
12.58,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
6.96,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
9.769,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
14.11,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
9.085,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
12.38,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
13.38,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
9.47,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
13.48,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
11.69,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
12.17,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
14.14,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
7.631,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
13.65,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
17.0,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
9.249,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
11.24,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
13.46,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
20.27,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
15.38,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
11.27,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
13.2,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
16.87,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
10.54,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
14.6,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
17.18,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
13.0,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
12.02,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
8.494,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
20.76,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
13.44,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
13.53,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
13.0,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
23.99,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
10.6,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
14.48,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
18.13,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
18.76,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
17.41,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
15.55,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
9.558,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
12.26,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
23.72,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
12.22,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
12.93,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
14.57,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
9.499,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
10.92,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
11.43,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
9.434,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
11.69,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
17.4,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
9.876,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
9.62,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
18.1,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
9.049,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
10.34,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
16.56,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
14.85,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
13.27,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
9.546,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
17.71,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
13.27,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
13.4,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
16.6,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
12.9,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
13.25,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
9.416,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
18.51,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
16.83,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
16.39,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
9.03,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
7.551,gtex_v8,ENSG00000133703.11,KRAS,Prostate,TPM
5.02,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.344,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.012,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
16.15,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.742,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.579,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.871,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.304,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.281,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.426,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.341,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.576,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.043,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.84,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.449,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.972,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.797,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.087,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
1.911,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.125,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.286,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.629,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.285,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
12.65,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.709,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.749,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.562,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.907,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
8.804,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.743,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.426,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.262,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
9.457,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.71,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.151,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.835,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.027,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.993,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.995,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.839,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
11.4,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.458,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.405,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
8.037,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.914,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.95,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.76,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.503,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.087,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.605,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
8.189,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
16.62,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
8.731,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
8.633,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.666,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.768,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.248,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.107,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.37,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.369,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
13.34,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.041,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
12.49,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.328,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.683,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.256,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.012,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.475,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.722,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.959,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.426,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.003,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.11,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.674,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
1.98,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.159,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
8.774,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.158,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.497,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.976,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.373,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
9.52,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.691,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.753,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.343,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.747,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.851,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.437,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.021,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.845,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.713,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.233,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.071,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
8.073,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.682,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
11.63,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
1.583,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.907,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.914,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.264,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.832,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.716,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.417,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.191,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.415,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
8.773,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.264,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.303,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.769,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
13.22,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.742,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.88,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
11.28,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.587,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.369,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.644,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.941,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
8.348,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.271,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
9.841,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.213,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.165,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.405,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.042,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.937,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.971,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
8.115,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.184,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.607,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.804,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.795,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.302,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
8.373,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.905,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.677,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.079,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.96,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
8.55,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.707,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.945,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.995,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
8.068,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.999,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
9.386,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
9.527,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.375,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.863,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.2,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.812,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
10.65,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.463,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.016,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.118,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.15,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.113,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.299,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.046,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
8.264,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
13.59,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
8.591,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
13.33,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.944,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
11.02,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
14.76,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.177,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.044,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.487,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.622,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.493,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.949,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.25,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.009,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.104,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.022,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.916,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
13.0,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
8.228,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.163,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.975,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.639,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.319,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.004,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.363,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
11.54,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
22.69,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.002,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.573,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.512,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.779,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.079,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.935,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
1.813,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
9.403,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.301,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.6,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.694,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.624,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.191,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.27,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.043,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.474,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.694,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.501,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.0,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.316,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.277,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.145,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.871,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.402,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.585,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.867,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.531,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.791,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.13,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.245,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.973,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.687,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.488,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.878,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.562,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.475,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
2.23,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.841,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.622,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.595,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.152,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.313,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.429,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.546,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.332,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.043,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.962,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.406,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.436,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.78,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.251,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.004,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.68,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.347,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.927,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.08,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.904,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
7.076,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.038,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.43,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.524,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.977,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.078,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.676,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
3.752,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.629,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
27.3,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.892,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.617,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.319,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.929,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.689,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
8.709,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
4.614,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.556,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
6.061,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
5.771,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
11.42,gtex_v8,ENSG00000133703.11,KRAS,Pancreas,TPM
